evaluations raw_y y y_p misses hits c__w_allowed_tinf_ c__w_allowed_inc_ c__bending_capacity_ c__shear_VRd_max_ c__min_slab_depth_fire_ c__min_reinforcement_crack_ c__min_reinforcement_ductility_ c__max_reinforcement c__max_reinforcement_spacing_lay_1 c__max_reinforcement_spacing_lay_2 c__max_reinforcement_spacing_lay_3 c__min_reinforcement_spacing_lay_1 c__min_reinforcement_spacing_lay_2 c__min_reinforcement_spacing_lay_3 c__reinforcement_outside_cross_section c__beam_bending_capacity_ c__beam_shear_VRd_max_ c__beam_min_width_fire_ c__beam_min_reinforcement_crack_ c__beam_min_reinforcement_duct_ c__beam_max_reinforcement_ c__beam_min_spacing_lay_1_ c__beam_min_spacing_lay_2_ c__beam_deflection_tinf_ var__slab_depth_mm var__reinforcement_spacing_lay_1_mm var__reinforcement_spacing_lay_2_mm var__reinforcement_spacing_lay_3_mm var__reinforcement_layer_active_2_ var__reinforcement_layer_active_3_ var__reinforcement_diameter_mm var__concrete_grade_MPa var__beam_depth_mm var__beam_reinforcement_diameter_mm var__beam_reinforcement_spacing_lay_1_mm var__beam_reinforcement_spacing_lay_2_mm var__beam_reinforcement_layer_active_2_
11 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 11.0000000000 264.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 330.0000000000 76.9000000000 66.7000000000 50.0000000000 0.0000000000 1.0000000000 10.0000000000 30.0000000000 200.0000000000 28.0000000000 24.0000000000 40.0000000000 0.0000000000
12 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 12.0000000000 288.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 360.0000000000 55.6000000000 166.7000000000 83.3000000000 0.0000000000 0.0000000000 12.0000000000 45.0000000000 550.0000000000 28.0000000000 20.0000000000 26.6700000000 0.0000000000
13 17371.2946619632 198.0773640440 17371.2946619632 13.0000000000 312.0000000000 0.0000000000 1.2980947294 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.9051127078 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.4933333333 0.0000000000 0.7463514689 320.0000000000 90.9000000000 38.5000000000 200.0000000000 0.0000000000 1.0000000000 28.0000000000 50.0000000000 400.0000000000 16.0000000000 21.8200000000 30.0000000000 0.0000000000
14 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 14.0000000000 336.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 340.0000000000 45.5000000000 142.9000000000 71.4000000000 1.0000000000 0.0000000000 24.0000000000 35.0000000000 200.0000000000 12.0000000000 26.6700000000 26.6700000000 1.0000000000
15 5061.3642322476 120.1658927405 5061.3642322476 15.0000000000 360.0000000000 0.6830929407 1.3903212920 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.2628157171 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0666666667 0.0764320729 220.0000000000 125.0000000000 34.5000000000 125.0000000000 1.0000000000 0.0000000000 12.0000000000 60.0000000000 450.0000000000 16.0000000000 60.0000000000 30.0000000000 1.0000000000
16 256011.9126752221 141.7262288489 256011.9126752221 16.0000000000 384.0000000000 2.1341513561 4.3234544889 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.1111111111 0.0000000000 0.0000000000 0.0000000000 0.2533333333 1.4777314940 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.3513050414 0.1200000000 0.6800000000 1.7276799663 150.0000000000 76.9000000000 83.3000000000 166.7000000000 0.0000000000 1.0000000000 24.0000000000 40.0000000000 300.0000000000 28.0000000000 48.0000000000 34.2900000000 1.0000000000
17 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 17.0000000000 408.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 200.0000000000 50.0000000000 47.6000000000 76.9000000000 1.0000000000 0.0000000000 16.0000000000 20.0000000000 350.0000000000 12.0000000000 60.0000000000 34.2900000000 0.0000000000
18 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 18.0000000000 432.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 260.0000000000 142.9000000000 37.0000000000 125.0000000000 1.0000000000 0.0000000000 28.0000000000 35.0000000000 350.0000000000 20.0000000000 40.0000000000 120.0000000000 1.0000000000
19 18841.0926383408 175.9945753069 18841.0926383408 19.0000000000 456.0000000000 0.5969553368 2.8179834605 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.3333333333 0.0000000000 0.0000000000 230.0000000000 34.5000000000 62.5000000000 47.6000000000 1.0000000000 1.0000000000 14.0000000000 55.0000000000 600.0000000000 20.0000000000 30.0000000000 60.0000000000 1.0000000000
20 25802.6877257438 170.8533815376 25802.6877257438 20.0000000000 480.0000000000 0.7536915750 2.9057879753 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0560000000 0.0000000000 0.0000000000 0.0000000000 0.6098577731 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 200.0000000000 45.5000000000 52.6000000000 66.7000000000 0.0000000000 0.0000000000 24.0000000000 80.0000000000 500.0000000000 32.0000000000 120.0000000000 80.0000000000 0.0000000000
21 71345.0246365458 167.1398279222 71345.0246365458 21.0000000000 504.0000000000 0.9250154973 3.5094928484 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0704666272 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.2000000000 0.0000000000 0.8244402405 240.0000000000 71.4000000000 200.0000000000 43.5000000000 0.0000000000 1.0000000000 20.0000000000 35.0000000000 400.0000000000 12.0000000000 20.0000000000 40.0000000000 1.0000000000
22 93072.6214569733 170.4815187617 93072.6214569733 22.0000000000 528.0000000000 1.9933904788 5.0571972149 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0024132086 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.1200000000 0.0000000000 170.0000000000 50.0000000000 52.6000000000 40.0000000000 1.0000000000 1.0000000000 16.0000000000 45.0000000000 550.0000000000 12.0000000000 34.2900000000 21.8200000000 1.0000000000
23 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 23.0000000000 552.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 220.0000000000 200.0000000000 83.3000000000 41.7000000000 0.0000000000 0.0000000000 14.0000000000 70.0000000000 600.0000000000 16.0000000000 20.0000000000 26.6700000000 1.0000000000
24 1031.6700472624 202.4509597826 1031.6700472624 24.0000000000 576.0000000000 0.0000000000 0.4311192320 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.1697201134 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.1200000000 0.0000000000 0.0000000000 330.0000000000 83.3000000000 33.3000000000 111.1000000000 1.0000000000 1.0000000000 14.0000000000 90.0000000000 550.0000000000 12.0000000000 21.8200000000 24.0000000000 1.0000000000
25 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 25.0000000000 600.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 240.0000000000 71.4000000000 35.7000000000 37.0000000000 0.0000000000 1.0000000000 16.0000000000 25.0000000000 500.0000000000 10.0000000000 24.0000000000 20.0000000000 0.0000000000
26 12906.9667911531 245.0807689512 12906.9667911531 26.0000000000 624.0000000000 0.2392130343 1.7588077692 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.3920000000 0.0000000000 0.3316468505 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0266666667 0.0000000000 0.0000000000 280.0000000000 111.1000000000 90.9000000000 34.5000000000 0.0000000000 1.0000000000 24.0000000000 55.0000000000 550.0000000000 14.0000000000 26.6700000000 80.0000000000 1.0000000000
27 11382.2452390683 172.0096882067 11382.2452390683 27.0000000000 648.0000000000 0.0000000000 1.5573102634 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.5366029802 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.1733333333 0.6000000000 0.1775033576 350.0000000000 125.0000000000 45.5000000000 41.7000000000 1.0000000000 1.0000000000 14.0000000000 35.0000000000 500.0000000000 16.0000000000 26.6700000000 20.0000000000 1.0000000000
28 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 28.0000000000 672.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 330.0000000000 58.8000000000 37.0000000000 100.0000000000 1.0000000000 1.0000000000 14.0000000000 80.0000000000 250.0000000000 16.0000000000 20.0000000000 30.0000000000 1.0000000000
29 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 29.0000000000 696.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 250.0000000000 40.0000000000 43.5000000000 34.5000000000 0.0000000000 1.0000000000 14.0000000000 50.0000000000 450.0000000000 10.0000000000 26.6700000000 24.0000000000 1.0000000000
30 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 30.0000000000 720.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 190.0000000000 38.5000000000 90.9000000000 62.5000000000 0.0000000000 1.0000000000 20.0000000000 90.0000000000 500.0000000000 14.0000000000 34.2900000000 24.0000000000 0.0000000000
31 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 31.0000000000 744.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 270.0000000000 90.9000000000 66.7000000000 33.3000000000 0.0000000000 1.0000000000 10.0000000000 90.0000000000 600.0000000000 10.0000000000 40.0000000000 21.8200000000 0.0000000000
32 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 32.0000000000 768.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 52.6000000000 33.3000000000 45.5000000000 0.0000000000 1.0000000000 24.0000000000 90.0000000000 550.0000000000 10.0000000000 80.0000000000 21.8200000000 1.0000000000
33 3672.5117184507 147.5181447641 3672.5117184507 33.0000000000 792.0000000000 0.0000000000 0.6750618676 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.8300051322 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.3066666667 0.0000000000 0.1081972925 380.0000000000 83.3000000000 41.7000000000 47.6000000000 0.0000000000 1.0000000000 14.0000000000 35.0000000000 550.0000000000 14.0000000000 21.8200000000 20.0000000000 0.0000000000
34 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 34.0000000000 816.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 360.0000000000 35.7000000000 142.9000000000 35.7000000000 1.0000000000 1.0000000000 12.0000000000 80.0000000000 500.0000000000 10.0000000000 21.8200000000 26.6700000000 1.0000000000
35 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 35.0000000000 840.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 240.0000000000 52.6000000000 33.3000000000 33.3000000000 0.0000000000 1.0000000000 20.0000000000 90.0000000000 550.0000000000 14.0000000000 34.2900000000 26.6700000000 0.0000000000
36 1713.9582423975 187.5954397038 1713.9582423975 36.0000000000 864.0000000000 0.0000000000 0.4554426185 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.3053122217 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.3066666667 0.0231225286 360.0000000000 62.5000000000 34.5000000000 34.5000000000 0.0000000000 1.0000000000 14.0000000000 60.0000000000 500.0000000000 14.0000000000 34.2900000000 21.8200000000 1.0000000000
37 7043.6673438330 92.2567677668 7043.6673438330 37.0000000000 888.0000000000 1.7794907902 0.8499026845 0.4128950350 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.2000000000 0.0000000000 0.0000000000 180.0000000000 71.4000000000 125.0000000000 35.7000000000 0.0000000000 0.0000000000 12.0000000000 70.0000000000 500.0000000000 12.0000000000 20.0000000000 26.6700000000 1.0000000000
38 2690.8571897283 244.6058447378 2690.8571897283 38.0000000000 912.0000000000 0.0000000000 0.8165699672 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0400000000 0.0000000000 0.0474632688 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.1200000000 0.2000000000 0.0000000000 320.0000000000 62.5000000000 62.5000000000 38.5000000000 0.0000000000 1.0000000000 20.0000000000 90.0000000000 550.0000000000 12.0000000000 21.8200000000 20.0000000000 1.0000000000
39 67202.2917620780 64.5991303495 67202.2917620780 39.0000000000 936.0000000000 3.6764956327 3.7019707668 1.2527419290 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.5013505833 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 180.0000000000 90.9000000000 250.0000000000 45.5000000000 0.0000000000 1.0000000000 10.0000000000 20.0000000000 550.0000000000 10.0000000000 24.0000000000 20.0000000000 1.0000000000
40 53026.6332260204 135.9448616768 53026.6332260204 40.0000000000 960.0000000000 0.6430651174 3.7132463313 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.4639427406 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.2000000000 0.2862631431 320.0000000000 52.6000000000 47.6000000000 43.5000000000 0.0000000000 1.0000000000 16.0000000000 16.0000000000 550.0000000000 12.0000000000 24.0000000000 20.0000000000 1.0000000000
41 7200.4772773615 158.4085595713 7200.4772773615 41.0000000000 984.0000000000 0.2155960270 1.9840742248 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.3425069318 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0266666667 0.0000000000 290.0000000000 47.6000000000 62.5000000000 55.6000000000 0.0000000000 1.0000000000 16.0000000000 40.0000000000 550.0000000000 14.0000000000 48.0000000000 26.6700000000 1.0000000000
42 52571.3281107098 176.5963237025 52571.3281107098 42.0000000000 1008.0000000000 0.6113010027 1.9364178078 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.5686932292 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.1448631143 0.8666666667 1.0000000000 0.5491768789 220.0000000000 100.0000000000 47.6000000000 34.5000000000 1.0000000000 1.0000000000 14.0000000000 70.0000000000 350.0000000000 20.0000000000 21.8200000000 20.0000000000 1.0000000000
