sample_id,problem_id,label,span_primary_m,span_secondary_m,y,y_p,penalty_ratio,feasible_constraints,computation_successful,max_constraint_value,n_violated_constraints,violated_constraints,analysis_error,slab_depth_mm,reinforcement_spacing_lay_1_mm,reinforcement_spacing_lay_2_mm,reinforcement_spacing_lay_3_mm,reinforcement_layer_active_2_,reinforcement_layer_active_3_,reinforcement_diameter_mm,concrete_grade_MPa,beam_depth_mm,beam_reinforcement_diameter_mm,beam_reinforcement_spacing_lay_1_mm,beam_reinforcement_spacing_lay_2_mm,beam_reinforcement_layer_active_2_
198,2,h_var_6m,6.0,8.0,217.78546680496385,5434.340280594213,24.95272232954321,False,True,2.3466666666666667,3,w_allowed_inc_|beam_min_spacing_lay_1_|beam_deflection_tinf_,,350.0,100.0,50.0,62.5,0.0,0.0,32.0,40.0,450.0,32.0,26.67,26.67,0.0
199,2,h_var_6m,6.0,8.0,1000000000000.0,1000000000000.0,1.0,False,False,100.0,24,w_allowed_tinf_|w_allowed_inc_|bending_capacity_|shear_VRd_max_|min_slab_depth_fire_|min_reinforcement_crack_|min_reinforcement_ductility_|max_reinforcement|max_reinforcement_spacing_lay_1|max_reinforcement_spacing_lay_2|max_reinforcement_spacing_lay_3|min_reinforcement_spacing_lay_1|min_reinforcement_spacing_lay_2|min_reinforcement_spacing_lay_3|reinforcement_outside_cross_section|beam_bending_capacity_|beam_shear_VRd_max_|beam_min_width_fire_|beam_min_reinforcement_crack_|beam_min_reinforcement_duct_|beam_max_reinforcement_|beam_min_spacing_lay_1_|beam_min_spacing_lay_2_|beam_deflection_tinf_,"Beam analysis failed: Beam deflection integration failed: [deflection_integration] Moment value=85049999.99999999 is outside of the moment–curvature range of the cross-section [21991.256500347474, 71010098.97389413]",240.0,66.7,34.5,52.6,0.0,0.0,32.0,80.0,200.0,10.0,34.29,48.0,1.0
200,2,h_var_6m,6.0,8.0,271.89303754157527,144131.07569409418,530.1021202944744,False,True,3.0353427068955354,8,w_allowed_inc_|max_reinforcement|min_reinforcement_spacing_lay_1|reinforcement_outside_cross_section|beam_bending_capacity_|beam_max_reinforcement_|beam_min_spacing_lay_2_|beam_deflection_tinf_,,200.0,58.8,47.6,142.9,0.0,1.0,32.0,60.0,250.0,28.0,80.0,24.0,1.0
201,2,h_var_6m,6.0,8.0,1000000000000.0,1000000000000.0,1.0,False,False,100.0,24,w_allowed_tinf_|w_allowed_inc_|bending_capacity_|shear_VRd_max_|min_slab_depth_fire_|min_reinforcement_crack_|min_reinforcement_ductility_|max_reinforcement|max_reinforcement_spacing_lay_1|max_reinforcement_spacing_lay_2|max_reinforcement_spacing_lay_3|min_reinforcement_spacing_lay_1|min_reinforcement_spacing_lay_2|min_reinforcement_spacing_lay_3|reinforcement_outside_cross_section|beam_bending_capacity_|beam_shear_VRd_max_|beam_min_width_fire_|beam_min_reinforcement_crack_|beam_min_reinforcement_duct_|beam_max_reinforcement_|beam_min_spacing_lay_1_|beam_min_spacing_lay_2_|beam_deflection_tinf_,"Beam analysis failed: Beam deflection integration failed: [deflection_integration] Moment value=128015999.99999999 is outside of the moment–curvature range of the cross-section [56749.90409382338, 122629121.39507304]",170.0,66.7,125.0,58.8,1.0,1.0,20.0,70.0,250.0,12.0,24.0,120.0,0.0
202,2,h_var_6m,6.0,8.0,1000000000000.0,1000000000000.0,1.0,False,False,100.0,24,w_allowed_tinf_|w_allowed_inc_|bending_capacity_|shear_VRd_max_|min_slab_depth_fire_|min_reinforcement_crack_|min_reinforcement_ductility_|max_reinforcement|max_reinforcement_spacing_lay_1|max_reinforcement_spacing_lay_2|max_reinforcement_spacing_lay_3|min_reinforcement_spacing_lay_1|min_reinforcement_spacing_lay_2|min_reinforcement_spacing_lay_3|reinforcement_outside_cross_section|beam_bending_capacity_|beam_shear_VRd_max_|beam_min_width_fire_|beam_min_reinforcement_crack_|beam_min_reinforcement_duct_|beam_max_reinforcement_|beam_min_spacing_lay_1_|beam_min_spacing_lay_2_|beam_deflection_tinf_,"Moment–curvature calculation failed: Maximum number of iterations reached.
Last iteration reached a unbalance of:                 dn_a = -1278264.4569150442 dn_b = 0.0)",390.0,111.1,200.0,52.6,0.0,0.0,14.0,80.0,550.0,10.0,21.82,48.0,0.0
203,2,h_var_6m,6.0,8.0,177.84787364373108,13998.063385992175,78.70807279952874,False,True,2.1333333333333333,5,w_allowed_inc_|beam_bending_capacity_|beam_max_reinforcement_|beam_min_spacing_lay_1_|beam_deflection_tinf_,,360.0,55.6,66.7,55.6,0.0,0.0,20.0,35.0,350.0,32.0,30.0,48.0,0.0
204,2,h_var_6m,6.0,8.0,294.5280545314232,86218.99200144182,292.73609313249005,False,True,2.6133333333333337,8,w_allowed_inc_|max_reinforcement|min_reinforcement_spacing_lay_3|reinforcement_outside_cross_section|beam_max_reinforcement_|beam_min_spacing_lay_1_|beam_min_spacing_lay_2_|beam_deflection_tinf_,,140.0,66.7,100.0,35.7,1.0,1.0,24.0,25.0,550.0,28.0,26.67,21.82,1.0
205,2,h_var_6m,6.0,8.0,1000000000000.0,1000000000000.0,1.0,False,False,100.0,24,w_allowed_tinf_|w_allowed_inc_|bending_capacity_|shear_VRd_max_|min_slab_depth_fire_|min_reinforcement_crack_|min_reinforcement_ductility_|max_reinforcement|max_reinforcement_spacing_lay_1|max_reinforcement_spacing_lay_2|max_reinforcement_spacing_lay_3|min_reinforcement_spacing_lay_1|min_reinforcement_spacing_lay_2|min_reinforcement_spacing_lay_3|reinforcement_outside_cross_section|beam_bending_capacity_|beam_shear_VRd_max_|beam_min_width_fire_|beam_min_reinforcement_crack_|beam_min_reinforcement_duct_|beam_max_reinforcement_|beam_min_spacing_lay_1_|beam_min_spacing_lay_2_|beam_deflection_tinf_,"Beam analysis failed: Beam deflection integration failed: [deflection_integration] Moment value=135893999.99999997 is outside of the moment–curvature range of the cross-section [38559.072632391675, 133595642.77976745]",200.0,71.4,83.3,47.6,1.0,0.0,20.0,90.0,200.0,14.0,26.67,40.0,1.0
206,2,h_var_6m,6.0,8.0,1000000000000.0,1000000000000.0,1.0,False,False,100.0,24,w_allowed_tinf_|w_allowed_inc_|bending_capacity_|shear_VRd_max_|min_slab_depth_fire_|min_reinforcement_crack_|min_reinforcement_ductility_|max_reinforcement|max_reinforcement_spacing_lay_1|max_reinforcement_spacing_lay_2|max_reinforcement_spacing_lay_3|min_reinforcement_spacing_lay_1|min_reinforcement_spacing_lay_2|min_reinforcement_spacing_lay_3|reinforcement_outside_cross_section|beam_bending_capacity_|beam_shear_VRd_max_|beam_min_width_fire_|beam_min_reinforcement_crack_|beam_min_reinforcement_duct_|beam_max_reinforcement_|beam_min_spacing_lay_1_|beam_min_spacing_lay_2_|beam_deflection_tinf_,"Beam analysis failed: Beam deflection integration failed: [deflection_integration] Moment value=139775999.99999997 is outside of the moment–curvature range of the cross-section [53029.849994790566, 131038332.84691662]",280.0,35.7,52.6,142.9,0.0,0.0,24.0,45.0,200.0,32.0,48.0,120.0,1.0
207,2,h_var_6m,6.0,8.0,189.86293034399336,7965.510648006625,41.95400668037055,False,True,3.3073246638962406,4,w_allowed_tinf_|w_allowed_inc_|min_reinforcement_spacing_lay_1|beam_bending_capacity_,,200.0,50.0,100.0,100.0,0.0,0.0,28.0,55.0,450.0,16.0,34.29,120.0,0.0
208,2,h_var_6m,6.0,8.0,1000000000000.0,1000000000000.0,1.0,False,False,100.0,24,w_allowed_tinf_|w_allowed_inc_|bending_capacity_|shear_VRd_max_|min_slab_depth_fire_|min_reinforcement_crack_|min_reinforcement_ductility_|max_reinforcement|max_reinforcement_spacing_lay_1|max_reinforcement_spacing_lay_2|max_reinforcement_spacing_lay_3|min_reinforcement_spacing_lay_1|min_reinforcement_spacing_lay_2|min_reinforcement_spacing_lay_3|reinforcement_outside_cross_section|beam_bending_capacity_|beam_shear_VRd_max_|beam_min_width_fire_|beam_min_reinforcement_crack_|beam_min_reinforcement_duct_|beam_max_reinforcement_|beam_min_spacing_lay_1_|beam_min_spacing_lay_2_|beam_deflection_tinf_,"Beam analysis failed: Beam deflection integration failed: [deflection_integration] Moment value=133056000.0 is outside of the moment–curvature range of the cross-section [45768.38262610966, 120923116.60653278]",300.0,142.9,47.6,37.0,0.0,0.0,24.0,45.0,250.0,12.0,120.0,21.82,1.0
209,2,h_var_6m,6.0,8.0,216.56401429881953,8887.219768060688,41.03738008752423,False,True,2.2293729617959728,3,w_allowed_inc_|beam_bending_capacity_|beam_deflection_tinf_,,320.0,250.0,50.0,200.0,1.0,0.0,24.0,60.0,300.0,28.0,60.0,40.0,0.0
210,2,h_var_6m,6.0,8.0,1000000000000.0,1000000000000.0,1.0,False,False,100.0,24,w_allowed_tinf_|w_allowed_inc_|bending_capacity_|shear_VRd_max_|min_slab_depth_fire_|min_reinforcement_crack_|min_reinforcement_ductility_|max_reinforcement|max_reinforcement_spacing_lay_1|max_reinforcement_spacing_lay_2|max_reinforcement_spacing_lay_3|min_reinforcement_spacing_lay_1|min_reinforcement_spacing_lay_2|min_reinforcement_spacing_lay_3|reinforcement_outside_cross_section|beam_bending_capacity_|beam_shear_VRd_max_|beam_min_width_fire_|beam_min_reinforcement_crack_|beam_min_reinforcement_duct_|beam_max_reinforcement_|beam_min_spacing_lay_1_|beam_min_spacing_lay_2_|beam_deflection_tinf_,"Deflection integration failed (M outside M–χ range): [deflection_integration] Moment value=22570312.5 is outside of the moment–curvature range of the cross-section [367072.7316562551, -0.4905757039784453]",130.0,38.5,100.0,33.3,0.0,1.0,32.0,35.0,450.0,10.0,60.0,30.0,0.0
211,2,h_var_6m,6.0,8.0,132.64045540932722,1605.4752443396235,12.103963601339741,False,True,1.8139933177812344,2,beam_bending_capacity_|beam_deflection_tinf_,,300.0,200.0,50.0,142.9,1.0,0.0,12.0,50.0,450.0,12.0,26.67,80.0,0.0
212,2,h_var_6m,6.0,8.0,118.27078939766511,20512.1122403131,173.4334601534168,False,True,4.702651531807292,3,w_allowed_tinf_|w_allowed_inc_|beam_bending_capacity_,,210.0,34.5,66.7,41.7,0.0,1.0,14.0,20.0,500.0,20.0,80.0,80.0,0.0
213,2,h_var_6m,6.0,8.0,137.332715662583,1877.8970279166958,13.67406898535786,False,True,1.6250712124347573,4,w_allowed_inc_|beam_bending_capacity_|beam_min_spacing_lay_1_|beam_deflection_tinf_,,190.0,142.9,166.7,250.0,0.0,0.0,28.0,90.0,300.0,14.0,26.67,34.29,1.0
214,2,h_var_6m,6.0,8.0,229.189796938264,7255.863904733046,31.65875619972529,False,True,2.0079323204415616,4,w_allowed_inc_|beam_bending_capacity_|beam_min_spacing_lay_1_|beam_deflection_tinf_,,260.0,50.0,90.9,43.5,0.0,1.0,20.0,55.0,350.0,32.0,40.0,30.0,0.0
215,2,h_var_6m,6.0,8.0,1000000000000.0,1000000000000.0,1.0,False,False,100.0,24,w_allowed_tinf_|w_allowed_inc_|bending_capacity_|shear_VRd_max_|min_slab_depth_fire_|min_reinforcement_crack_|min_reinforcement_ductility_|max_reinforcement|max_reinforcement_spacing_lay_1|max_reinforcement_spacing_lay_2|max_reinforcement_spacing_lay_3|min_reinforcement_spacing_lay_1|min_reinforcement_spacing_lay_2|min_reinforcement_spacing_lay_3|reinforcement_outside_cross_section|beam_bending_capacity_|beam_shear_VRd_max_|beam_min_width_fire_|beam_min_reinforcement_crack_|beam_min_reinforcement_duct_|beam_max_reinforcement_|beam_min_spacing_lay_1_|beam_min_spacing_lay_2_|beam_deflection_tinf_,"Beam analysis failed: Beam deflection integration failed: [deflection_integration] Moment value=181115999.99999997 is outside of the moment–curvature range of the cross-section [71193.55768762706, 175707666.31256652]",260.0,71.4,37.0,76.9,1.0,0.0,10.0,80.0,200.0,24.0,20.0,30.0,0.0
216,2,h_var_6m,6.0,8.0,320.96209475960416,81767.48566018938,254.75745265630826,False,True,3.8835759570473063,6,w_allowed_tinf_|w_allowed_inc_|max_reinforcement|min_reinforcement_spacing_lay_3|beam_bending_capacity_|beam_deflection_tinf_,,250.0,142.9,62.5,33.3,1.0,1.0,28.0,16.0,600.0,10.0,30.0,60.0,0.0
217,2,h_var_6m,6.0,8.0,280.8745281186342,24406.58068153487,86.89495927244124,False,True,1.9324465035879255,5,w_allowed_inc_|beam_bending_capacity_|beam_min_spacing_lay_1_|beam_min_spacing_lay_2_|beam_deflection_tinf_,,290.0,90.9,90.9,100.0,1.0,0.0,32.0,70.0,300.0,16.0,21.82,20.0,1.0
218,2,h_var_6m,6.0,8.0,1000000000000.0,1000000000000.0,1.0,False,False,100.0,24,w_allowed_tinf_|w_allowed_inc_|bending_capacity_|shear_VRd_max_|min_slab_depth_fire_|min_reinforcement_crack_|min_reinforcement_ductility_|max_reinforcement|max_reinforcement_spacing_lay_1|max_reinforcement_spacing_lay_2|max_reinforcement_spacing_lay_3|min_reinforcement_spacing_lay_1|min_reinforcement_spacing_lay_2|min_reinforcement_spacing_lay_3|reinforcement_outside_cross_section|beam_bending_capacity_|beam_shear_VRd_max_|beam_min_width_fire_|beam_min_reinforcement_crack_|beam_min_reinforcement_duct_|beam_max_reinforcement_|beam_min_spacing_lay_1_|beam_min_spacing_lay_2_|beam_deflection_tinf_,"Beam analysis failed: Beam deflection integration failed: [deflection_integration] Moment value=129743999.99999997 is outside of the moment–curvature range of the cross-section [35463.795602813894, 112530879.27286798]",340.0,62.5,55.6,76.9,1.0,0.0,20.0,50.0,200.0,16.0,30.0,120.0,0.0
219,2,h_var_6m,6.0,8.0,201.3611918743463,19314.190932116424,95.91813969878015,False,True,3.2,5,w_allowed_inc_|beam_bending_capacity_|beam_max_reinforcement_|beam_min_spacing_lay_1_|beam_deflection_tinf_,,320.0,50.0,40.0,35.7,1.0,0.0,14.0,40.0,400.0,32.0,20.0,20.0,0.0
220,2,h_var_6m,6.0,8.0,394.8964216107921,77956.53237094676,197.41007541410522,False,True,2.319470572402427,7,w_allowed_inc_|max_reinforcement|min_reinforcement_spacing_lay_1|min_reinforcement_spacing_lay_2|beam_max_reinforcement_|beam_min_spacing_lay_1_|beam_min_spacing_lay_2_,,190.0,52.6,50.0,38.5,1.0,0.0,32.0,90.0,500.0,32.0,34.29,40.0,1.0
221,2,h_var_6m,6.0,8.0,1000000000000.0,1000000000000.0,1.0,False,False,100.0,24,w_allowed_tinf_|w_allowed_inc_|bending_capacity_|shear_VRd_max_|min_slab_depth_fire_|min_reinforcement_crack_|min_reinforcement_ductility_|max_reinforcement|max_reinforcement_spacing_lay_1|max_reinforcement_spacing_lay_2|max_reinforcement_spacing_lay_3|min_reinforcement_spacing_lay_1|min_reinforcement_spacing_lay_2|min_reinforcement_spacing_lay_3|reinforcement_outside_cross_section|beam_bending_capacity_|beam_shear_VRd_max_|beam_min_width_fire_|beam_min_reinforcement_crack_|beam_min_reinforcement_duct_|beam_max_reinforcement_|beam_min_spacing_lay_1_|beam_min_spacing_lay_2_|beam_deflection_tinf_,"Beam analysis failed: Beam M-χ failed: Maximum number of iterations reached.
Last iteration reached a unbalance of:                 dn_a = -1230.5561296630185 dn_b = 0.0)",260.0,33.3,40.0,33.3,0.0,1.0,24.0,30.0,600.0,14.0,60.0,120.0,1.0
222,2,h_var_6m,6.0,8.0,138.39513468912327,46231.9585579193,334.0576867949156,False,True,3.1999642189690767,4,w_allowed_inc_|beam_bending_capacity_|beam_min_spacing_lay_1_|beam_deflection_tinf_,,290.0,37.0,43.5,76.9,1.0,1.0,12.0,16.0,400.0,24.0,21.82,60.0,0.0
223,2,h_var_6m,6.0,8.0,1000000000000.0,1000000000000.0,1.0,False,False,100.0,24,w_allowed_tinf_|w_allowed_inc_|bending_capacity_|shear_VRd_max_|min_slab_depth_fire_|min_reinforcement_crack_|min_reinforcement_ductility_|max_reinforcement|max_reinforcement_spacing_lay_1|max_reinforcement_spacing_lay_2|max_reinforcement_spacing_lay_3|min_reinforcement_spacing_lay_1|min_reinforcement_spacing_lay_2|min_reinforcement_spacing_lay_3|reinforcement_outside_cross_section|beam_bending_capacity_|beam_shear_VRd_max_|beam_min_width_fire_|beam_min_reinforcement_crack_|beam_min_reinforcement_duct_|beam_max_reinforcement_|beam_min_spacing_lay_1_|beam_min_spacing_lay_2_|beam_deflection_tinf_,"Moment–curvature calculation failed: Maximum number of iterations reached.
Last iteration reached a unbalance of:                 dn_a = -268762.1109408748 dn_b = 0.0)",180.0,83.3,47.6,200.0,0.0,0.0,10.0,60.0,500.0,14.0,34.29,24.0,1.0
224,2,h_var_6m,6.0,8.0,182.59229408187645,687737.5298215357,3766.5200126854556,False,True,8.065329523236962,9,w_allowed_tinf_|w_allowed_inc_|max_reinforcement|min_reinforcement_spacing_lay_1|min_reinforcement_spacing_lay_2|reinforcement_outside_cross_section|beam_bending_capacity_|beam_min_spacing_lay_1_|beam_deflection_tinf_,,100.0,38.5,34.5,200.0,1.0,0.0,20.0,20.0,300.0,20.0,20.0,34.29,0.0
225,2,h_var_6m,6.0,8.0,118.96876206589474,215923.93162031152,1814.9632548140241,False,True,9.02825255120287,5,w_allowed_tinf_|w_allowed_inc_|reinforcement_outside_cross_section|beam_min_spacing_lay_1_|beam_deflection_tinf_,,120.0,41.7,40.0,71.4,1.0,1.0,12.0,16.0,600.0,24.0,26.67,48.0,1.0
226,2,h_var_6m,6.0,8.0,176.02642404565754,5596.885202185392,31.795710402738614,False,True,2.127994791095619,3,w_allowed_inc_|beam_bending_capacity_|beam_deflection_tinf_,,330.0,58.8,52.6,142.9,1.0,1.0,14.0,55.0,350.0,12.0,34.29,34.29,1.0
227,2,h_var_6m,6.0,8.0,145.614226183351,24184.055519244914,166.08305488499056,False,True,2.812182413428607,4,beam_bending_capacity_|beam_max_reinforcement_|beam_min_spacing_lay_1_|beam_deflection_tinf_,,360.0,40.0,66.7,45.5,0.0,0.0,12.0,35.0,300.0,28.0,26.67,48.0,0.0
228,2,h_var_6m,6.0,8.0,168.10670652589766,797.100139077805,4.741631999999999,False,True,1.68,1,beam_min_spacing_lay_1_,,380.0,250.0,200.0,111.1,1.0,1.0,10.0,60.0,450.0,28.0,34.29,24.0,0.0
229,2,h_var_6m,6.0,8.0,140.1696223335839,80579.6425762624,574.8723670275306,False,True,4.226404060589591,5,w_allowed_tinf_|w_allowed_inc_|beam_bending_capacity_|beam_min_spacing_lay_2_|beam_deflection_tinf_,,240.0,90.9,38.5,47.6,0.0,0.0,28.0,16.0,400.0,28.0,120.0,26.67,1.0
230,2,h_var_6m,6.0,8.0,1000000000000.0,1000000000000.0,1.0,False,False,100.0,24,w_allowed_tinf_|w_allowed_inc_|bending_capacity_|shear_VRd_max_|min_slab_depth_fire_|min_reinforcement_crack_|min_reinforcement_ductility_|max_reinforcement|max_reinforcement_spacing_lay_1|max_reinforcement_spacing_lay_2|max_reinforcement_spacing_lay_3|min_reinforcement_spacing_lay_1|min_reinforcement_spacing_lay_2|min_reinforcement_spacing_lay_3|reinforcement_outside_cross_section|beam_bending_capacity_|beam_shear_VRd_max_|beam_min_width_fire_|beam_min_reinforcement_crack_|beam_min_reinforcement_duct_|beam_max_reinforcement_|beam_min_spacing_lay_1_|beam_min_spacing_lay_2_|beam_deflection_tinf_,"Beam analysis failed: Beam deflection integration failed: [deflection_integration] Moment value=114299999.99999999 is outside of the moment–curvature range of the cross-section [35331.71566672305, 112277209.82229595]",170.0,83.3,111.1,111.1,0.0,1.0,32.0,70.0,200.0,20.0,80.0,30.0,1.0
231,2,h_var_6m,6.0,8.0,1000000000000.0,1000000000000.0,1.0,False,False,100.0,24,w_allowed_tinf_|w_allowed_inc_|bending_capacity_|shear_VRd_max_|min_slab_depth_fire_|min_reinforcement_crack_|min_reinforcement_ductility_|max_reinforcement|max_reinforcement_spacing_lay_1|max_reinforcement_spacing_lay_2|max_reinforcement_spacing_lay_3|min_reinforcement_spacing_lay_1|min_reinforcement_spacing_lay_2|min_reinforcement_spacing_lay_3|reinforcement_outside_cross_section|beam_bending_capacity_|beam_shear_VRd_max_|beam_min_width_fire_|beam_min_reinforcement_crack_|beam_min_reinforcement_duct_|beam_max_reinforcement_|beam_min_spacing_lay_1_|beam_min_spacing_lay_2_|beam_deflection_tinf_,"Beam analysis failed: Beam deflection integration failed: [deflection_integration] Moment value=157310999.99999997 is outside of the moment–curvature range of the cross-section [88315.00069349966, 143772178.52842516]",370.0,55.6,38.5,55.6,0.0,0.0,32.0,30.0,300.0,12.0,24.0,30.0,0.0
232,2,h_var_6m,6.0,8.0,86.51437156465971,79883.0959707026,923.3505893410902,False,True,4.846273631501848,5,w_allowed_tinf_|w_allowed_inc_|reinforcement_outside_cross_section|beam_bending_capacity_|beam_deflection_tinf_,,100.0,55.6,41.7,76.9,1.0,1.0,10.0,80.0,200.0,10.0,20.0,24.0,1.0
233,2,h_var_6m,6.0,8.0,1000000000000.0,1000000000000.0,1.0,False,False,100.0,24,w_allowed_tinf_|w_allowed_inc_|bending_capacity_|shear_VRd_max_|min_slab_depth_fire_|min_reinforcement_crack_|min_reinforcement_ductility_|max_reinforcement|max_reinforcement_spacing_lay_1|max_reinforcement_spacing_lay_2|max_reinforcement_spacing_lay_3|min_reinforcement_spacing_lay_1|min_reinforcement_spacing_lay_2|min_reinforcement_spacing_lay_3|reinforcement_outside_cross_section|beam_bending_capacity_|beam_shear_VRd_max_|beam_min_width_fire_|beam_min_reinforcement_crack_|beam_min_reinforcement_duct_|beam_max_reinforcement_|beam_min_spacing_lay_1_|beam_min_spacing_lay_2_|beam_deflection_tinf_,"Moment–curvature calculation failed: Maximum number of iterations reached.
Last iteration reached a unbalance of:                 dn_a = -1049954.9453392238 dn_b = 0.0)",360.0,62.5,142.9,35.7,0.0,0.0,10.0,60.0,200.0,12.0,80.0,40.0,0.0
234,2,h_var_6m,6.0,8.0,1000000000000.0,1000000000000.0,1.0,False,False,100.0,24,w_allowed_tinf_|w_allowed_inc_|bending_capacity_|shear_VRd_max_|min_slab_depth_fire_|min_reinforcement_crack_|min_reinforcement_ductility_|max_reinforcement|max_reinforcement_spacing_lay_1|max_reinforcement_spacing_lay_2|max_reinforcement_spacing_lay_3|min_reinforcement_spacing_lay_1|min_reinforcement_spacing_lay_2|min_reinforcement_spacing_lay_3|reinforcement_outside_cross_section|beam_bending_capacity_|beam_shear_VRd_max_|beam_min_width_fire_|beam_min_reinforcement_crack_|beam_min_reinforcement_duct_|beam_max_reinforcement_|beam_min_spacing_lay_1_|beam_min_spacing_lay_2_|beam_deflection_tinf_,"Beam analysis failed: Beam deflection integration failed: [deflection_integration] Moment value=254540999.99999997 is outside of the moment–curvature range of the cross-section [109718.89319535899, 252782193.62983984]",350.0,90.9,34.5,83.3,0.0,1.0,32.0,70.0,250.0,20.0,24.0,48.0,0.0
235,2,h_var_6m,6.0,8.0,156.45590285196613,6178.153094984624,39.48814319156885,False,True,1.997565561615451,3,w_allowed_inc_|beam_bending_capacity_|beam_deflection_tinf_,,340.0,76.9,125.0,55.6,0.0,0.0,24.0,35.0,350.0,24.0,48.0,80.0,0.0
236,2,h_var_6m,6.0,8.0,1000000000000.0,1000000000000.0,1.0,False,False,100.0,24,w_allowed_tinf_|w_allowed_inc_|bending_capacity_|shear_VRd_max_|min_slab_depth_fire_|min_reinforcement_crack_|min_reinforcement_ductility_|max_reinforcement|max_reinforcement_spacing_lay_1|max_reinforcement_spacing_lay_2|max_reinforcement_spacing_lay_3|min_reinforcement_spacing_lay_1|min_reinforcement_spacing_lay_2|min_reinforcement_spacing_lay_3|reinforcement_outside_cross_section|beam_bending_capacity_|beam_shear_VRd_max_|beam_min_width_fire_|beam_min_reinforcement_crack_|beam_min_reinforcement_duct_|beam_max_reinforcement_|beam_min_spacing_lay_1_|beam_min_spacing_lay_2_|beam_deflection_tinf_,"Deflection integration failed (M outside M–χ range): [deflection_integration] Moment value=9548437.500000002 is outside of the moment–curvature range of the cross-section [45198.93741284994, 0.2776661462666606]",110.0,90.9,55.6,33.3,1.0,0.0,32.0,50.0,350.0,24.0,30.0,20.0,0.0
237,2,h_var_6m,6.0,8.0,1000000000000.0,1000000000000.0,1.0,False,False,100.0,24,w_allowed_tinf_|w_allowed_inc_|bending_capacity_|shear_VRd_max_|min_slab_depth_fire_|min_reinforcement_crack_|min_reinforcement_ductility_|max_reinforcement|max_reinforcement_spacing_lay_1|max_reinforcement_spacing_lay_2|max_reinforcement_spacing_lay_3|min_reinforcement_spacing_lay_1|min_reinforcement_spacing_lay_2|min_reinforcement_spacing_lay_3|reinforcement_outside_cross_section|beam_bending_capacity_|beam_shear_VRd_max_|beam_min_width_fire_|beam_min_reinforcement_crack_|beam_min_reinforcement_duct_|beam_max_reinforcement_|beam_min_spacing_lay_1_|beam_min_spacing_lay_2_|beam_deflection_tinf_,"Beam analysis failed: Beam deflection integration failed: [deflection_integration] Moment value=249749999.99999997 is outside of the moment–curvature range of the cross-section [183073.40704514313, 249002064.46143794]",360.0,40.0,38.5,111.1,1.0,1.0,12.0,25.0,350.0,14.0,21.82,34.29,0.0
238,2,h_var_6m,6.0,8.0,168.06997734480748,272.42210872181664,1.6208850207846661,False,True,1.1238165201193935,2,w_allowed_inc_|beam_bending_capacity_,,330.0,38.5,37.0,200.0,0.0,0.0,16.0,50.0,600.0,12.0,30.0,60.0,1.0
239,2,h_var_6m,6.0,8.0,94.16462028302092,496.09857427631493,5.268417934307412,False,True,1.5667100370467877,2,w_allowed_inc_|beam_min_spacing_lay_1_,,180.0,100.0,71.4,83.3,1.0,0.0,10.0,45.0,500.0,16.0,26.67,21.82,0.0
240,2,h_var_6m,6.0,8.0,202.52325155869028,643.2472221616566,3.176164796935658,False,True,1.4032780760285786,2,w_allowed_inc_|beam_min_spacing_lay_1_,,350.0,200.0,71.4,34.5,1.0,0.0,24.0,40.0,600.0,32.0,60.0,80.0,0.0
241,2,h_var_6m,6.0,8.0,1000000000000.0,1000000000000.0,1.0,False,False,100.0,24,w_allowed_tinf_|w_allowed_inc_|bending_capacity_|shear_VRd_max_|min_slab_depth_fire_|min_reinforcement_crack_|min_reinforcement_ductility_|max_reinforcement|max_reinforcement_spacing_lay_1|max_reinforcement_spacing_lay_2|max_reinforcement_spacing_lay_3|min_reinforcement_spacing_lay_1|min_reinforcement_spacing_lay_2|min_reinforcement_spacing_lay_3|reinforcement_outside_cross_section|beam_bending_capacity_|beam_shear_VRd_max_|beam_min_width_fire_|beam_min_reinforcement_crack_|beam_min_reinforcement_duct_|beam_max_reinforcement_|beam_min_spacing_lay_1_|beam_min_spacing_lay_2_|beam_deflection_tinf_,"Moment–curvature calculation failed: Maximum number of iterations reached.
Last iteration reached a unbalance of:                 dn_a = -107829.70662019867 dn_b = 0.0)",360.0,58.8,142.9,100.0,0.0,0.0,16.0,90.0,450.0,10.0,120.0,34.29,0.0
242,2,h_var_6m,6.0,8.0,149.67688116780488,2270.41359000438,15.168766026457932,False,True,2.1333333333333333,2,w_allowed_inc_|beam_min_spacing_lay_1_,,330.0,38.5,142.9,111.1,0.0,1.0,12.0,30.0,600.0,32.0,30.0,20.0,0.0
243,2,h_var_6m,6.0,8.0,258.46733895083224,230049.6612302231,890.0531191447172,False,True,3.915880096911199,8,max_reinforcement|max_reinforcement_spacing_lay_1|reinforcement_outside_cross_section|beam_bending_capacity_|beam_max_reinforcement_|beam_min_spacing_lay_1_|beam_min_spacing_lay_2_|beam_deflection_tinf_,,140.0,200.0,76.9,142.9,1.0,1.0,32.0,60.0,200.0,28.0,34.29,40.0,1.0
244,2,h_var_6m,6.0,8.0,178.80828476087737,1383.6479584095166,7.738164706741004,False,True,1.92,2,w_allowed_inc_|beam_min_spacing_lay_1_,,260.0,34.5,38.5,38.5,0.0,0.0,14.0,80.0,600.0,32.0,34.29,24.0,0.0
