evaluations raw_y y y_p misses hits c__w_allowed_tinf_ c__w_allowed_inc_ c__bending_capacity_ c__shear_VRd_max_ c__min_slab_depth_fire_ c__min_reinforcement_crack_ c__min_reinforcement_ductility_ c__max_reinforcement c__max_reinforcement_spacing_lay_1 c__max_reinforcement_spacing_lay_2 c__max_reinforcement_spacing_lay_3 c__min_reinforcement_spacing_lay_1 c__min_reinforcement_spacing_lay_2 c__min_reinforcement_spacing_lay_3 c__reinforcement_outside_cross_section c__beam_bending_capacity_ c__beam_shear_VRd_max_ c__beam_min_width_fire_ c__beam_min_reinforcement_crack_ c__beam_min_reinforcement_duct_ c__beam_max_reinforcement_ c__beam_min_spacing_lay_1_ c__beam_min_spacing_lay_2_ c__beam_deflection_tinf_ var__slab_depth_mm var__reinforcement_spacing_lay_1_mm var__reinforcement_spacing_lay_2_mm var__reinforcement_spacing_lay_3_mm var__reinforcement_layer_active_2_ var__reinforcement_layer_active_3_ var__reinforcement_diameter_mm var__concrete_grade_MPa var__beam_depth_mm var__beam_reinforcement_diameter_mm var__beam_reinforcement_spacing_lay_1_mm var__beam_reinforcement_spacing_lay_2_mm var__beam_reinforcement_layer_active_2_
11 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 11.0000000000 264.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 330.0000000000 76.9000000000 66.7000000000 50.0000000000 0.0000000000 1.0000000000 10.0000000000 30.0000000000 200.0000000000 28.0000000000 24.0000000000 40.0000000000 0.0000000000
12 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 12.0000000000 288.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 360.0000000000 55.6000000000 166.7000000000 83.3000000000 0.0000000000 0.0000000000 12.0000000000 45.0000000000 550.0000000000 28.0000000000 20.0000000000 26.6700000000 0.0000000000
13 7410.2583978365 201.5998797380 7410.2583978365 13.0000000000 312.0000000000 0.0000000000 0.8384757835 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.5240901662 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.4933333333 0.0000000000 0.4690193964 320.0000000000 90.9000000000 38.5000000000 200.0000000000 0.0000000000 1.0000000000 28.0000000000 50.0000000000 400.0000000000 16.0000000000 21.8200000000 30.0000000000 0.0000000000
14 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 14.0000000000 336.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 340.0000000000 45.5000000000 142.9000000000 71.4000000000 1.0000000000 0.0000000000 24.0000000000 35.0000000000 200.0000000000 12.0000000000 26.6700000000 26.6700000000 1.0000000000
15 1042.5922318113 124.1212371343 1042.5922318113 15.0000000000 360.0000000000 0.0435994381 0.9122570336 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0102525737 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0666666667 0.0000000000 220.0000000000 125.0000000000 34.5000000000 125.0000000000 1.0000000000 0.0000000000 12.0000000000 60.0000000000 450.0000000000 16.0000000000 60.0000000000 30.0000000000 1.0000000000
16 113782.3038247025 148.4364490629 113782.3038247025 16.0000000000 384.0000000000 1.0005258429 3.2587635911 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.1111111111 0.0000000000 0.0000000000 0.0000000000 0.2533333333 0.9821851952 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.3513050414 0.1200000000 0.6800000000 1.3946784717 150.0000000000 76.9000000000 83.3000000000 166.7000000000 0.0000000000 1.0000000000 24.0000000000 40.0000000000 300.0000000000 28.0000000000 48.0000000000 34.2900000000 1.0000000000
17 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 17.0000000000 408.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 200.0000000000 50.0000000000 47.6000000000 76.9000000000 1.0000000000 0.0000000000 16.0000000000 20.0000000000 350.0000000000 12.0000000000 60.0000000000 34.2900000000 0.0000000000
18 118147.0573613482 252.8904281098 118147.0573613482 18.0000000000 432.0000000000 0.4118383135 3.3280457072 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0749372147 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.5120000000 0.0000000000 0.0000000000 1.2207280902 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0666666667 0.0000000000 1.1452203143 260.0000000000 142.9000000000 37.0000000000 125.0000000000 1.0000000000 0.0000000000 28.0000000000 35.0000000000 350.0000000000 20.0000000000 40.0000000000 120.0000000000 1.0000000000
19 7752.9888994024 181.5982967036 7752.9888994024 19.0000000000 456.0000000000 0.1073224194 2.0543867684 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.3333333333 0.0000000000 0.0000000000 230.0000000000 34.5000000000 62.5000000000 47.6000000000 1.0000000000 1.0000000000 14.0000000000 55.0000000000 600.0000000000 20.0000000000 30.0000000000 60.0000000000 1.0000000000
20 8668.1577448918 174.6283861488 8668.1577448918 20.0000000000 480.0000000000 0.2065960475 2.1246303802 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0560000000 0.0000000000 0.0000000000 0.0000000000 0.2878862185 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 200.0000000000 45.5000000000 52.6000000000 66.7000000000 0.0000000000 0.0000000000 24.0000000000 80.0000000000 500.0000000000 32.0000000000 120.0000000000 80.0000000000 0.0000000000
21 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 21.0000000000 504.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 180.0000000000 125.0000000000 100.0000000000 45.5000000000 0.0000000000 0.0000000000 14.0000000000 35.0000000000 300.0000000000 12.0000000000 40.0000000000 26.6700000000 1.0000000000
22 86825.2797692949 86.5463237962 86825.2797692949 22.0000000000 528.0000000000 3.4689117517 5.0031720187 0.3386487016 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.2000000000 0.0000000000 120.0000000000 76.9000000000 43.5000000000 125.0000000000 1.0000000000 0.0000000000 12.0000000000 40.0000000000 450.0000000000 20.0000000000 120.0000000000 34.2900000000 1.0000000000
23 10278.4472804583 134.3423789390 10278.4472804583 23.0000000000 552.0000000000 0.9022361744 1.3438623630 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0125000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.4933333333 0.4933333333 0.0000000000 160.0000000000 125.0000000000 62.5000000000 142.9000000000 0.0000000000 1.0000000000 20.0000000000 60.0000000000 500.0000000000 28.0000000000 40.0000000000 40.0000000000 1.0000000000
24 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 24.0000000000 576.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 280.0000000000 200.0000000000 37.0000000000 76.9000000000 1.0000000000 1.0000000000 10.0000000000 80.0000000000 450.0000000000 12.0000000000 48.0000000000 20.0000000000 0.0000000000
25 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 25.0000000000 600.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 190.0000000000 142.9000000000 33.3000000000 52.6000000000 0.0000000000 0.0000000000 14.0000000000 20.0000000000 400.0000000000 16.0000000000 60.0000000000 26.6700000000 0.0000000000
26 2395.3712161397 120.3123007825 2395.3712161397 26.0000000000 624.0000000000 0.0692513157 0.9297657334 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0869565217 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.5161924601 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.1081562260 230.0000000000 250.0000000000 62.5000000000 76.9000000000 1.0000000000 0.0000000000 16.0000000000 50.0000000000 450.0000000000 12.0000000000 24.0000000000 80.0000000000 1.0000000000
27 4790.3749088502 133.3089299246 4790.3749088502 27.0000000000 648.0000000000 0.0000000000 1.0599200693 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.2400000000 0.0000000000 290.0000000000 66.7000000000 37.0000000000 142.9000000000 1.0000000000 1.0000000000 10.0000000000 30.0000000000 600.0000000000 28.0000000000 80.0000000000 24.0000000000 1.0000000000
28 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 28.0000000000 672.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 280.0000000000 100.0000000000 45.5000000000 83.3000000000 1.0000000000 0.0000000000 12.0000000000 90.0000000000 200.0000000000 28.0000000000 40.0000000000 48.0000000000 1.0000000000
29 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 29.0000000000 696.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 190.0000000000 33.3000000000 55.6000000000 83.3000000000 0.0000000000 0.0000000000 10.0000000000 45.0000000000 350.0000000000 14.0000000000 60.0000000000 34.2900000000 0.0000000000
30 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 30.0000000000 720.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 130.0000000000 33.3000000000 62.5000000000 166.7000000000 1.0000000000 0.0000000000 14.0000000000 90.0000000000 600.0000000000 24.0000000000 120.0000000000 20.0000000000 0.0000000000
31 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 31.0000000000 744.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 210.0000000000 250.0000000000 52.6000000000 76.9000000000 0.0000000000 1.0000000000 14.0000000000 90.0000000000 500.0000000000 16.0000000000 80.0000000000 30.0000000000 0.0000000000
32 11861.7152678294 120.2478027290 11861.7152678294 32.0000000000 768.0000000000 0.7827276875 2.5577844476 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.2800000000 0.0000000000 150.0000000000 38.5000000000 38.5000000000 41.7000000000 0.0000000000 0.0000000000 16.0000000000 80.0000000000 450.0000000000 16.0000000000 48.0000000000 24.0000000000 1.0000000000
33 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 33.0000000000 792.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 330.0000000000 166.7000000000 52.6000000000 250.0000000000 0.0000000000 1.0000000000 10.0000000000 35.0000000000 450.0000000000 24.0000000000 48.0000000000 24.0000000000 0.0000000000
34 1118.8516167449 142.1980490666 1118.8516167449 34.0000000000 816.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.3237111475 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.4000000000 0.2652499340 300.0000000000 47.6000000000 90.9000000000 90.9000000000 1.0000000000 0.0000000000 10.0000000000 70.0000000000 400.0000000000 14.0000000000 30.0000000000 20.0000000000 1.0000000000
35 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 35.0000000000 840.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 180.0000000000 76.9000000000 37.0000000000 71.4000000000 0.0000000000 0.0000000000 14.0000000000 80.0000000000 600.0000000000 24.0000000000 120.0000000000 40.0000000000 0.0000000000
36 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 36.0000000000 864.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 390.0000000000 100.0000000000 34.5000000000 58.8000000000 0.0000000000 0.0000000000 10.0000000000 55.0000000000 600.0000000000 24.0000000000 120.0000000000 21.8200000000 1.0000000000
37 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 37.0000000000 888.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 120.0000000000 142.9000000000 76.9000000000 90.9000000000 0.0000000000 0.0000000000 10.0000000000 70.0000000000 400.0000000000 20.0000000000 40.0000000000 40.0000000000 0.0000000000
38 444.3399596090 187.4559204601 444.3399596090 38.0000000000 912.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.3333333333 0.0000000000 0.0000000000 380.0000000000 111.1000000000 47.6000000000 111.1000000000 0.0000000000 1.0000000000 14.0000000000 90.0000000000 550.0000000000 20.0000000000 30.0000000000 26.6700000000 0.0000000000
39 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 39.0000000000 936.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 120.0000000000 250.0000000000 142.9000000000 41.7000000000 0.0000000000 0.0000000000 12.0000000000 20.0000000000 450.0000000000 14.0000000000 60.0000000000 24.0000000000 0.0000000000
40 38901.1988771781 101.7173116534 38901.1988771781 40.0000000000 960.0000000000 0.4156388012 2.8309577839 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.6607550585 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.6000000000 0.7513013903 260.0000000000 76.9000000000 38.5000000000 166.7000000000 1.0000000000 0.0000000000 12.0000000000 16.0000000000 450.0000000000 20.0000000000 60.0000000000 24.0000000000 1.0000000000
41 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 41.0000000000 984.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 230.0000000000 71.4000000000 47.6000000000 200.0000000000 0.0000000000 0.0000000000 12.0000000000 40.0000000000 450.0000000000 10.0000000000 60.0000000000 40.0000000000 0.0000000000
42 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 42.0000000000 1008.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 160.0000000000 250.0000000000 38.5000000000 58.8000000000 1.0000000000 0.0000000000 10.0000000000 70.0000000000 250.0000000000 12.0000000000 48.0000000000 30.0000000000 1.0000000000
