evaluations raw_y y y_p misses hits c__w_allowed_tinf_ c__w_allowed_inc_ c__bending_capacity_ c__shear_VRd_max_ c__min_slab_depth_fire_ c__min_reinforcement_crack_ c__min_reinforcement_ductility_ c__max_reinforcement c__max_reinforcement_spacing_lay_1 c__max_reinforcement_spacing_lay_2 c__max_reinforcement_spacing_lay_3 c__min_reinforcement_spacing_lay_1 c__min_reinforcement_spacing_lay_2 c__min_reinforcement_spacing_lay_3 c__reinforcement_outside_cross_section c__beam_bending_capacity_ c__beam_shear_VRd_max_ c__beam_min_width_fire_ c__beam_min_reinforcement_crack_ c__beam_min_reinforcement_duct_ c__beam_max_reinforcement_ c__beam_min_spacing_lay_1_ c__beam_min_spacing_lay_2_ c__beam_deflection_tinf_ var__slab_depth_mm var__reinforcement_spacing_lay_1_mm var__reinforcement_spacing_lay_2_mm var__reinforcement_spacing_lay_3_mm var__reinforcement_layer_active_2_ var__reinforcement_layer_active_3_ var__reinforcement_diameter_mm var__concrete_grade_MPa var__beam_depth_mm var__beam_reinforcement_diameter_mm var__beam_reinforcement_spacing_lay_1_mm var__beam_reinforcement_spacing_lay_2_mm var__beam_reinforcement_layer_active_2_
408 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 408.0000000000 9792.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 240.0000000000 90.9000000000 58.8000000000 45.5000000000 0.0000000000 1.0000000000 14.0000000000 80.0000000000 450.0000000000 10.0000000000 21.8200000000 34.2900000000 0.0000000000
409 364.0897382756 190.9604296786 364.0897382756 409.0000000000 9816.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.1200000000 0.1200000000 0.0000000000 390.0000000000 250.0000000000 90.9000000000 50.0000000000 0.0000000000 1.0000000000 12.0000000000 80.0000000000 550.0000000000 12.0000000000 21.8200000000 21.8200000000 1.0000000000
410 272.3087843289 161.1050771156 272.3087843289 410.0000000000 9840.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.1911985097 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 330.0000000000 111.1000000000 100.0000000000 45.5000000000 0.0000000000 1.0000000000 10.0000000000 80.0000000000 550.0000000000 10.0000000000 34.2900000000 24.0000000000 1.0000000000
411 213.7454303113 134.3356717307 213.7454303113 411.0000000000 9864.0000000000 0.0000000000 0.1674415940 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 270.0000000000 38.5000000000 62.5000000000 62.5000000000 0.0000000000 1.0000000000 10.0000000000 45.0000000000 600.0000000000 12.0000000000 34.2900000000 24.0000000000 1.0000000000
412 275.4440036874 148.2979001536 275.4440036874 412.0000000000 9888.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.2292289321 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 300.0000000000 37.0000000000 55.6000000000 43.5000000000 0.0000000000 1.0000000000 10.0000000000 60.0000000000 450.0000000000 10.0000000000 24.0000000000 21.8200000000 1.0000000000
413 219.7220198692 146.8383917345 219.7220198692 413.0000000000 9912.0000000000 0.0000000000 0.1437856789 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 270.0000000000 66.7000000000 142.9000000000 71.4000000000 0.0000000000 1.0000000000 14.0000000000 55.0000000000 600.0000000000 10.0000000000 48.0000000000 20.0000000000 1.0000000000
414 423.8587888353 192.2467679805 423.8587888353 414.0000000000 9936.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.3015295971 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 350.0000000000 111.1000000000 76.9000000000 47.6000000000 0.0000000000 1.0000000000 14.0000000000 90.0000000000 550.0000000000 10.0000000000 60.0000000000 20.0000000000 1.0000000000
415 198.8196601102 151.2315650893 198.8196601102 415.0000000000 9960.0000000000 0.0000000000 0.0954829605 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 300.0000000000 50.0000000000 71.4000000000 76.9000000000 0.0000000000 0.0000000000 16.0000000000 50.0000000000 600.0000000000 10.0000000000 21.8200000000 24.0000000000 1.0000000000
416 995.8598340962 178.5776418161 995.8598340962 416.0000000000 9984.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.2800000000 0.4933333333 0.0000000000 310.0000000000 52.6000000000 62.5000000000 35.7000000000 0.0000000000 1.0000000000 12.0000000000 60.0000000000 550.0000000000 16.0000000000 24.0000000000 21.8200000000 1.0000000000
417 1575.3628643904 171.7376186925 1575.3628643904 417.0000000000 10008.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.4933333333 0.6000000000 0.0000000000 300.0000000000 166.7000000000 71.4000000000 33.3000000000 0.0000000000 1.0000000000 10.0000000000 80.0000000000 600.0000000000 16.0000000000 21.8200000000 20.0000000000 1.0000000000
418 246.5157972687 142.6596049009 246.5157972687 418.0000000000 10032.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.2000000000 0.0000000000 270.0000000000 100.0000000000 62.5000000000 40.0000000000 0.0000000000 1.0000000000 10.0000000000 70.0000000000 550.0000000000 12.0000000000 26.6700000000 20.0000000000 1.0000000000
419 149.1846537178 149.1846537178 149.1846537178 419.0000000000 10056.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 260.0000000000 76.9000000000 40.0000000000 34.5000000000 0.0000000000 1.0000000000 10.0000000000 90.0000000000 550.0000000000 10.0000000000 34.2900000000 20.0000000000 1.0000000000
420 291.1571231925 168.4937055512 291.1571231925 420.0000000000 10080.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.2000000000 0.0000000000 280.0000000000 71.4000000000 100.0000000000 34.5000000000 0.0000000000 1.0000000000 12.0000000000 80.0000000000 550.0000000000 12.0000000000 26.6700000000 20.0000000000 1.0000000000
421 255.0618381696 120.7195702031 255.0618381696 421.0000000000 10104.0000000000 0.0000000000 0.2831849823 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 180.0000000000 66.7000000000 90.9000000000 76.9000000000 0.0000000000 1.0000000000 12.0000000000 90.0000000000 550.0000000000 10.0000000000 30.0000000000 20.0000000000 1.0000000000
422 136.6052703230 119.6317237930 136.6052703230 422.0000000000 10128.0000000000 0.0000000000 0.0417340064 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0034843576 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 230.0000000000 62.5000000000 52.6000000000 50.0000000000 0.0000000000 1.0000000000 10.0000000000 60.0000000000 550.0000000000 10.0000000000 40.0000000000 24.0000000000 1.0000000000
423 161.1250849948 161.1250849948 161.1250849948 423.0000000000 10152.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 290.0000000000 76.9000000000 41.7000000000 34.5000000000 0.0000000000 1.0000000000 12.0000000000 70.0000000000 500.0000000000 10.0000000000 21.8200000000 20.0000000000 1.0000000000
424 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 424.0000000000 10176.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 280.0000000000 125.0000000000 62.5000000000 50.0000000000 0.0000000000 1.0000000000 12.0000000000 80.0000000000 600.0000000000 10.0000000000 60.0000000000 48.0000000000 1.0000000000
425 1885.4273247444 126.3926466565 1885.4273247444 425.0000000000 10200.0000000000 0.0000000000 1.0616671466 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.4000000000 0.0000000000 0.0000000000 180.0000000000 33.3000000000 55.6000000000 33.3000000000 0.0000000000 1.0000000000 10.0000000000 55.0000000000 550.0000000000 14.0000000000 20.0000000000 34.2900000000 1.0000000000
426 210.0498031905 188.0087383489 210.0498031905 426.0000000000 10224.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0376432883 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 390.0000000000 55.6000000000 111.1000000000 55.6000000000 0.0000000000 1.0000000000 14.0000000000 50.0000000000 550.0000000000 10.0000000000 20.0000000000 21.8200000000 1.0000000000
427 268.8986387092 124.7986173764 268.8986387092 427.0000000000 10248.0000000000 0.0000000000 0.0884334295 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.2031613369 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 220.0000000000 83.3000000000 66.7000000000 52.6000000000 0.0000000000 1.0000000000 12.0000000000 70.0000000000 450.0000000000 10.0000000000 34.2900000000 24.0000000000 1.0000000000
428 233.0679726063 148.5722894808 233.0679726063 428.0000000000 10272.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.1619343589 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 290.0000000000 76.9000000000 52.6000000000 33.3000000000 0.0000000000 1.0000000000 10.0000000000 70.0000000000 550.0000000000 10.0000000000 48.0000000000 21.8200000000 1.0000000000
429 173.7000771572 173.7000771572 173.7000771572 429.0000000000 10296.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 370.0000000000 111.1000000000 200.0000000000 40.0000000000 0.0000000000 1.0000000000 12.0000000000 55.0000000000 600.0000000000 10.0000000000 24.0000000000 20.0000000000 1.0000000000
430 2461.2409034469 152.7961846023 2461.2409034469 430.0000000000 10320.0000000000 0.0000000000 1.3254990224 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.2000000000 0.0000000000 0.0000000000 190.0000000000 45.5000000000 71.4000000000 35.7000000000 0.0000000000 1.0000000000 14.0000000000 55.0000000000 600.0000000000 12.0000000000 20.0000000000 24.0000000000 1.0000000000
431 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 431.0000000000 10344.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 280.0000000000 83.3000000000 43.5000000000 55.6000000000 0.0000000000 1.0000000000 12.0000000000 80.0000000000 500.0000000000 10.0000000000 21.8200000000 26.6700000000 0.0000000000
432 588.1545614986 176.6123998043 588.1545614986 432.0000000000 10368.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.4933333333 0.0000000000 290.0000000000 200.0000000000 83.3000000000 35.7000000000 0.0000000000 1.0000000000 12.0000000000 90.0000000000 600.0000000000 16.0000000000 34.2900000000 21.8200000000 1.0000000000
433 1093.7077486052 196.1237353841 1093.7077486052 433.0000000000 10392.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.2800000000 0.4933333333 0.0000000000 290.0000000000 45.5000000000 62.5000000000 62.5000000000 0.0000000000 1.0000000000 14.0000000000 90.0000000000 600.0000000000 16.0000000000 24.0000000000 21.8200000000 1.0000000000
434 630.6679589495 141.3233039244 630.6679589495 434.0000000000 10416.0000000000 0.0000000000 0.3397092140 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.3066666667 0.0000000000 0.0000000000 190.0000000000 66.7000000000 200.0000000000 83.3000000000 0.0000000000 1.0000000000 14.0000000000 90.0000000000 600.0000000000 14.0000000000 21.8200000000 30.0000000000 1.0000000000
435 357.4712111796 214.3492052700 357.4712111796 435.0000000000 10440.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.1858772331 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 390.0000000000 100.0000000000 100.0000000000 47.6000000000 0.0000000000 1.0000000000 16.0000000000 80.0000000000 500.0000000000 12.0000000000 26.6700000000 40.0000000000 1.0000000000
436 255.1986706045 147.6844158591 255.1986706045 436.0000000000 10464.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.2000000000 0.0000000000 270.0000000000 125.0000000000 83.3000000000 43.5000000000 0.0000000000 1.0000000000 10.0000000000 80.0000000000 600.0000000000 12.0000000000 24.0000000000 20.0000000000 1.0000000000
437 145.1072527127 145.1072527127 145.1072527127 437.0000000000 10488.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 260.0000000000 76.9000000000 55.6000000000 50.0000000000 0.0000000000 1.0000000000 10.0000000000 90.0000000000 550.0000000000 14.0000000000 40.0000000000 48.0000000000 1.0000000000
438 144.7153666914 144.7153666914 144.7153666914 438.0000000000 10512.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 270.0000000000 200.0000000000 47.6000000000 40.0000000000 0.0000000000 1.0000000000 12.0000000000 70.0000000000 500.0000000000 12.0000000000 34.2900000000 24.0000000000 1.0000000000
439 367.7319046755 136.5846405221 367.7319046755 439.0000000000 10536.0000000000 0.0000000000 0.0711580796 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.2000000000 0.1200000000 0.0000000000 270.0000000000 66.7000000000 90.9000000000 40.0000000000 0.0000000000 1.0000000000 10.0000000000 45.0000000000 600.0000000000 12.0000000000 20.0000000000 21.8200000000 1.0000000000
440 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 440.0000000000 10560.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 350.0000000000 52.6000000000 37.0000000000 35.7000000000 0.0000000000 1.0000000000 12.0000000000 90.0000000000 600.0000000000 12.0000000000 34.2900000000 21.8200000000 0.0000000000
441 266.4955744353 197.7940177125 266.4955744353 441.0000000000 10584.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.1044827813 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 390.0000000000 76.9000000000 50.0000000000 41.7000000000 0.0000000000 1.0000000000 12.0000000000 80.0000000000 550.0000000000 10.0000000000 24.0000000000 21.8200000000 1.0000000000
442 371.2682245234 167.0597127232 371.2682245234 442.0000000000 10608.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.3049844908 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 380.0000000000 58.8000000000 41.7000000000 47.6000000000 0.0000000000 1.0000000000 10.0000000000 60.0000000000 500.0000000000 10.0000000000 30.0000000000 20.0000000000 1.0000000000
443 264.3927432669 138.6706258114 264.3927432669 443.0000000000 10632.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.1200000000 0.1200000000 0.0000000000 240.0000000000 76.9000000000 52.6000000000 45.5000000000 0.0000000000 1.0000000000 10.0000000000 80.0000000000 550.0000000000 12.0000000000 21.8200000000 21.8200000000 1.0000000000
444 371.7949230942 99.7870394134 371.7949230942 444.0000000000 10656.0000000000 0.2021988724 0.2280798004 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.1200000000 0.0000000000 160.0000000000 90.9000000000 66.7000000000 55.6000000000 0.0000000000 1.0000000000 10.0000000000 70.0000000000 550.0000000000 12.0000000000 80.0000000000 21.8200000000 1.0000000000
445 503.7242898184 183.5729919163 503.7242898184 445.0000000000 10680.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.4000000000 0.0000000000 380.0000000000 200.0000000000 62.5000000000 41.7000000000 0.0000000000 1.0000000000 10.0000000000 80.0000000000 500.0000000000 14.0000000000 34.2900000000 20.0000000000 1.0000000000
446 513.9217022384 146.8409639221 513.9217022384 446.0000000000 10704.0000000000 0.0000000000 0.3182731450 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.2000000000 0.0000000000 250.0000000000 66.7000000000 66.7000000000 33.3000000000 0.0000000000 1.0000000000 12.0000000000 55.0000000000 500.0000000000 12.0000000000 26.6700000000 20.0000000000 1.0000000000
447 349.2546869287 173.9413861232 349.2546869287 447.0000000000 10728.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.2615750908 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 340.0000000000 100.0000000000 50.0000000000 34.5000000000 0.0000000000 1.0000000000 10.0000000000 90.0000000000 500.0000000000 10.0000000000 40.0000000000 20.0000000000 1.0000000000
448 806.8709543545 150.6276105672 806.8709543545 448.0000000000 10752.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.6768970961 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0728146141 290.0000000000 47.6000000000 125.0000000000 43.5000000000 0.0000000000 1.0000000000 10.0000000000 80.0000000000 450.0000000000 10.0000000000 26.6700000000 48.0000000000 1.0000000000
449 1000000000000.0000000000 1000000000000.0000000000 1000000000000.0000000000 449.0000000000 10776.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 100.0000000000 200.0000000000 62.5000000000 200.0000000000 43.5000000000 0.0000000000 1.0000000000 12.0000000000 60.0000000000 500.0000000000 10.0000000000 26.6700000000 20.0000000000 0.0000000000
450 188.0771453086 138.4466772688 188.0771453086 450.0000000000 10800.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.1075189411 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 240.0000000000 55.6000000000 71.4000000000 100.0000000000 0.0000000000 1.0000000000 12.0000000000 90.0000000000 450.0000000000 10.0000000000 34.2900000000 20.0000000000 1.0000000000
451 171.5622725402 132.5827852023 171.5622725402 451.0000000000 10824.0000000000 0.0000000000 0.0897115416 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 200.0000000000 58.8000000000 41.7000000000 33.3000000000 0.0000000000 1.0000000000 10.0000000000 90.0000000000 600.0000000000 10.0000000000 34.2900000000 20.0000000000 1.0000000000
